Time,V North,V East,V Down
1.0,0.02181175511640676,-0.06980239396484642,0.0081076369256547
2.01,0.024621623146416916,-0.061099065766682586,0.014223723495428699
3.01,0.02026105834221381,-0.06115237841959251,0.0091331556145947
4.01,0.021299979258194046,-0.030805662872297204,-0.0031360619571130996
5.01,0.02433171978493709,-0.045217509536529296,-0.0133586763049781
6.02,0.019203747090547285,-0.0387772626198696,-0.0102760466324347
7.02,0.03367064255815366,-0.0400487002130918,-0.009309285040374898
8.02,0.02122617998815235,-0.022137766954233397,0.0019689081722166994
9.02,0.007332239699660903,-0.010025101460319208,-0.0020679701876528
10.03,0.012701685281652164,-0.03090483321885279,0.013239526793686899
11.03,-0.026196525842902663,-0.1642767776266142,0.0042283208698092
12.03,-0.28099945335428034,-0.5717956952472383,0.0982517089333475
13.03,-0.18956626151947087,0.11905374999320462,-0.09328856648639701
14.04,-0.13034664469550994,0.13278113819400417,-0.0485734189812427
15.04,-0.06313134041956192,0.093149752570236,0.025749204355342597
16.04,-0.003596192366769335,0.12925677256886753,0.0295998145862646
17.04,0.038318040854894875,0.06402745273063709,0.021289242350742803
18.05,0.0800680248329193,0.06740893226647929,-0.0084924246271703
19.05,0.07150794209886668,0.0514109214277676,-0.027862934837038802
20.05,0.07438570629436381,0.0572279355365506,-0.014596272480088402
21.05,0.0850757566430358,0.079753671315772,0.0170225222652459
22.06,0.10320920544675416,0.0720254592061452,0.0128701585924039
23.06,0.10289970528702819,0.0951345207490071,0.0067360310049347
24.06,0.08829636794517803,0.10362448519150749,-0.009554278177066701
25.06,0.06315950784401192,0.14955165790861188,-0.0176439092235166
26.07,0.041812064650784464,0.1290776322370239,-0.00019269333719280045
27.07,0.023318521867563113,0.10718787549870701,0.0100980854118838
28.07,0.011478781488743373,0.070206654480792,0.0091307587936801
29.07,-0.01732362071590643,0.05541337920107425,-0.016293738423375198
30.08,-0.01693753622706673,0.02363479404756086,-0.013221576414564801
31.08,-0.03290548743262267,-0.02060659421759259,0.011365821244987601
32.08,-0.016036242582007088,-0.041359338195723794,0.0205018464500819
33.08,0.015856384481028662,-0.05831978324792042,-0.006173099635139699
34.09,0.015236682171027915,-0.06916601071045425,-0.0102538562902158
35.09,0.017584928245955478,-0.07563330902215953,0.017320229731246202
36.09,0.02387428594652885,-0.0632807707121818,-0.003136990534830601
37.09,0.03537343153282224,-0.0631483477143201,-0.0133964905682079
38.1,0.018587715859620157,-0.05107002706974151,-0.0194644623665259
39.1,0.03150435546880059,-0.032125326677617694,0.010103884666395002
40.1,0.02308556191460509,-0.06257283543258552,-0.017435308199555
41.1,-0.17979753706084622,-0.6334778698190828,0.1121956206379327
42.11,-0.20294286017891539,-0.22060816761268437,-0.1115423352094386
43.11,-0.13469797057223576,0.08435013296222871,-0.011772634623374897
44.11,0.04830741288477114,0.38272121908840856,0.042618486808691694
45.11,0.11298822766971761,0.2224003659513224,0.020964636385445
46.12,0.10140092842052839,0.0951176284663755,-0.010623433173294802
47.12,-0.024580055463593986,0.05243201730517788,-0.029545645342692897
48.12,-0.02216789328526092,0.035849219595693815,-0.0193341882599962
49.12,-0.023603447346826734,0.04016845121296847,0.0031432210385118967
50.13,-0.004396828784354323,0.010061760869965797,0.021465022614400003
51.13,-0.016641222035005843,0.0005210685616809374,-0.001980361263924901
52.13,-0.03191505191669597,0.0039473308090655634,-0.022352799771804495
53.13,-0.028296863363555413,0.003268850830405734,-0.0244102837966466
54.14,-0.03853686045623661,0.019040328625711866,-0.005988779007567599
55.14,-0.026849255323404986,0.016296908389242915,0.021548058277515894
